2|00000000000000000000
5|00000000000000000000
14|00000000000000000000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000001
2|00000000000000000000
2|00000000000000000000
7|00000000000000010000
3|00000000000000000100
2|00000000000000000000
3|00000000000000000000
4|00000000000000000000
2|00000000000000000000
9|00000000000000000000
3|00000000000000000000
7|00000000000000000000
2|00000000000000000000
3|00000100000000000000
3|00000000000000000000
3|00000000000000000000
2|10001000000000000000
2|00000000000000000000
2|10000100000000000000
2|00000100000000000000
6|00000000000000000000
18|00000000000000001000
7|01000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000100000000000000
2|00000000000000000000
3|00001000000000000000
15|00000000001000000000
4|00000000000000000000
5|00000000000000000000
11|00000000000000000000
3|00000000000000000000
3|00000000000000000000
2|00000000000000000000
3|00000110000000000000
3|01110000000000000000
3|00000000000000000000
8|00000000100000100000
15|10000000000000000000
36|00000001000000001000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000000
3|00001000000000000000
2|00000000000000000000
2|00100000000000000000
2|00000000000000000000
2|00000000000000000001
2|00010000000000000000
3|00000000000000000000
3|00000000000000000000
4|00000000000000000000
2|00000000000000000000
2|00000000000000000000
5|00000000000000000100
12|01000001000000000000
3|00000000000000000000
2|00010010000000000000
2|01000000000000000000
2|00000000000000000000
2|00010000000000000000
3|00000100000000000000
13|00010000011000000000
2|10000000000100000000
2|00000000000000000000
2|00000000000000000000
10|00000000000001000000
3|00000000000010000000
2|00000000000000000000
2|00000000000000000000
21|00100000100000000000
24|00000000100000000000
2|00000000000000000000
2|00000000000000000000
3|00000000010000100000
2|00000000000000000000
4|00000000000000000000
8|00000000000000000000
2|00000000000000000000
9|00000000000000000000
4|00000000000000000000
2|00000000000000000000
3|00000000000000000000
33|10000000000000000000
2|00110000000000000000
2|00000100000000000000
8|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000000
6|01010000101000000000
3|00000000000000000100
4|00000000000000000000
17|00000000000100000000
2|01000000000000000000
2|00000000000000000000
9|00001000000000000010
2|00010000000000000000
2|00000000000000000000
2|00000000000100000000
2|00000000000000000000
2|00000000000000000000
4|00000000000000000000
276|00000000000000000000
2|00000000000000000000
4|00000000000000000000
4|00000000000000000000
2|00000000000000000000
3|00000000000000000000
4|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
7|00000000000000001000
8|00000000000000000000
3|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000001000001000000
2|01000000010000000000
2|00001100000000000000
4|10000010000000000000
2|00000000000000000000
2|00000000000000000000
5|00000000000000010000
3|00000000000000000000
3|00000000010000000000
2|00000000000010000000
6|00000000000000000000
2|00000000000000000000
6|00000000000000000000
2|00000000000000000000
2|00010000000000000000
2|00000000000000000000
2|00000000000100000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000100001
2|00000000000000000000
2|00000000000000000000
3|10000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000000
7|00000000011000011000
14|00000000000000000000
2|10000000000000000000
2|00000000000000000000
16|00000000000000000000
13|00000000000000000000
2|00000000000000000000
2|00000001000000000000
4|00000000000000000000
3|00000000000000000000
3|00000000000000000000
5|00000000000000000000
26|00000000000000000000
6|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
6|00000000000000010000
8|00000000000000000000
2|00000000000000000000
4|00000000000000000000
3|00000000000000000000
7|00000000000000000000
2|00001000010000000000
6|10000000000000000000
16|00100000000010010000
8|00000000000000000000
15|00000000000000000000
3|00000000000000000000
2|00001100000000000000
2|00000000000000000000
6|00000000000000000000
10|00000000000000000000
2|00000000000000000000
4|00000000000000000000
43|00000000000000000001
2|00000000000000000000
42|00000000000000000000
2|00001000000000000000
2|00000001000000000000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000010000000
4|00000000000000000000
2|00010000000000000000
4|00000001000000000000
2|00000000000000000000
14|00000000001000000000
13|00000000000000000000
3|00000000000000000000
2|11000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000100000000000
2|00000000000000000000
5|00000000000000000000
2|10010000000000000000
2|00100000000000000000
3|00000001000000000000
2|00000000000000000000
2|00000000000000000000
14|00000000000000000000
5|00000000000000000000
25|00000000000000000000
2|00000000000000000000
5|00001000100110000000
2|00000000000000000000
2|00000000000000000000
38|00000000000000000000
22|00000000000100100000
2|00000000000000000100
2|00000000000000000000
7|00000100000000000000
3|00000000000000000000
12|10000000000000000000
4|00000000000000000000
2|01000000000000100000
8|00000000000000000000
6|00000010000000000000
2|00000000000000000000
3|00000000000000000000
3|00000000000000000100
4|00000000000000000000
3|00000000000000000000
2|00100000000000000000
22|00011000110000000000
65|00000000000000010000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
2|00000000000000000000
23|11000000000011101000
5|00000000000000000000
7|00000000000100000000
2|00000000000000000000
4|00000000010000000000
3|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
8|00000000100000000000
2|00000000000000000000
2|00000001000000000000
28|10000000000000000000
3|00100000000000000000
50|00000000000000000000
5|00000000000000000000
2|00000000000000000000
6|00000000000000000000
2|00000001010000000000
30|10000001100000000000
6|00000000000000000000
2|10010000000000000000
2|00000000010000000000
2|00000000100000000000
2|00000000000000000000
15|00000000000000100000
4|00000000000000000000
3|00000000000000000000
40|00000000000000000000
7|00000000000000000000
2|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000010000000
2|00000000000000000000
3|00000100000010000000
2|00000100000000000000
3|00000000100001000100
4|00000000000000000000
4|01000000000010000000
2|00000000000000000000
5|00000000000000000000
3|00000000000000000000
4|00000100000000000000
3|00000000000000000000
2|00000000000000000000
2|00001000000000000000
2|10000000000000000000
2|00000000000000000000
2|00000000000000000000
6|00000000000000010000
2|00000000000000000000
3|00000000000000000000
128|00000000000000000000
2|01000000000000000000
2|11000000000000000000
4|10000000000000000000
6|00010000000000000000
2|00000000000000010001
2|00001000000000000000
2|00000000000000010000
4|00000000000000000000
2|10010000000000000000
18|00000000000000000000
2|00100000000000000000
2|00000010000000000000
7|01000001000000000000
3|00100000000000000000
2|00000000000001000000
2|00000000000000000000
2|01100000000000000000
2|01000000000000000000
2|00000000000000000000
2|00000000000000000000
4|00000000000000000000
3|00000000000100000000
2|00000000000000000000
3|00000010000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
5|00000000000000000000
5|00000000000000000001
3|00100000010000000000
2|01000000000000010000
3|00000000000000000000
3|00000000000000000000
2|00000000000000000000
27|01000000000000001000
2|00110000000000000000
2|10000000000010000000
2|00000000000000000000
2|00000000000000000000
2|10000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
6|00000000000000000000
5|00000000000000000000
5|00000001010000000000
17|00000000100000100000
2|00000000000100000000
2|00000000000000000000
21|00000000000000000000
5|00000000000000000000
2|00000000010000000000
2|00010000000000000000
2|00010001000000000000
3|00001000000000000000
6|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
2|00000000000000000000
10|00001000000000000000
2|00000000000000000000
78|00000000000000000000
10|10010110100011000010
2|00000000000000000000
2|00010000000000000000
3|00000000000000000000
63|00000010000001000000
3|00000000000000000000
2|00000000000000000000
2|10000000000000000000
2|00000000000000000000
8|11001000000001010000
115|00000000000000000000
3|00000000000000000000
5|00000000000000000000
4|00000000000000000000
3|00000000001000000000
3|00000000000000000000
4|00000000000100000000
5|00000010000000000001
2|00000000000000000000
15|00000110000010000100
6|01100000000000001000
6|00000000000000000000
14|00000000000000000000
524|01000000000000000000
6|10000000000000000000
3|00000000000000001000
2|00000000000000000000
3|00010100100000000000
9|00000100000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
2|00001000000000000000
2|00001000000000000000
2|00000000000000000000
6|00000000000000000000
2|00000000000000000000
5|00000000000000000000
3|00100000000000000000
2|00000000000000000010
2|00000000000000000000
3|00000000000000000000
5|00000000000000000000
2|00000000000000000000
3|00000000000000000000
13|10000000000000011000
2|00000000000000000000
2|00000000000000000100
2|00000000000000000000
2|00000000000000000000
2|00001001000000000000
4|00000000000000000000
6|01000000000100000000
16|00000000000000000000
3|00000000001000000000
18|00000000000000000000
2|00000000000000000000
2|00001000000000000001
6|10000000000000010000
13|00000000000000000000
6|00000000000000000000
3|00000000000000000000
2|00000000000000000000
3|00000000000000000000
2|00000000000000000000
5|00000000000000000000
2|00000000000000000000
2|00000000000000000000
