5|00000010110000100000
2|01000000000000000000
258|00111011111100000111
2|00000000000000000000
4|01010000100000000000
2|01000010000000000000
6|10000000000010000000
3|10
7|00000000000000000000
29|00001000110001001001
26|01001000000001101000
53|01110001101000111010
6|101100000000000000
2|000000000
120|10001010100000000000
95|01111011110000010101
2|001100000000000
9|111001100110011
15|00000000001000000000
6|11100000100110000000
5|10000000000000000000
4|00000000000001001000
20|11100001110001001110
15|01100000101100000010
2|10100
2|01100000000000000000
2|11
3|00000001000000000010
6|00000000001000010000
69|11101111111111110011
6|01010000001000000000
2|00000000000000000010
861|00010001100100000000
4|00000000000000100000
52|00001000001001001110
5|00001000010000000000
3|11100000000000000000
274|00010000000000100000
92|00000000000000000000
3|110
2|00000000000000000000
4|00000100000000000000
2|10001000000000000000
2|00000000000000000000
9|0011110110110000010
5|11011000000001000
2|0100100000000000
4|110001000000010
4|10000000010100000000
10|1111110111001
743|00001000000000000000
2|10000
2|01000000000000000000
36|00101001011000010101
4|01000000000000000000
3|00000000000000000000
4|01000000000000000000
918|00000000000000000000
41|11111101010111011111
5|00101001100000100000
2|00000000000000000000
7|11101110000000000000
2|01000001000000000000
10|01101011101000000000
29|11001001101000000010
407|10000110010010000110
3|10001000000000000000
5|00000010000000000000
14|00110000000010000000
7|00000000000010000001
2|00000000000000000000
4|10000000000000000000
3|01100010000000000000
2|01000000000000000
58|00000000000010000000
19|01000000000000000001
2|1100
2|11
4|0000000000001
2|10000010000
4|00000000000000000000
3|0000100100000
3|00100000000000000000
19|10100100101101010001
2|00100000000000000
2|100100000
772|10101111101010010101
40|00000000000110100100
2|100000010
2|0000000000
9|10010010001000000000
2|00000000000000000001
4|11000100000000000
2|00000000000000000000
13|00000000000000011101
6|00001000010000001000
8|
2|10000000000000000000
2|1100
2|
332|00000000000000000000
3|00000000000000000000
2|00000000000000000000
2|11000000
2|00110
3|01000000000000000000
16|10010000101000000000
3|00000000000000000000
2|00000000001000000000
2|10000000000001000
2|10000000000000100000
16|11001000010000000110
3|00000000000000000000
4|10110000000000000000
2|100010
8|00000000000000000011
2|10000000010000000000
3|01000000000000000000
7|11011100000000000000
2|100010
12|10101100111111001
4|01100000000011000000
5|10101100100000000000
15|10100000011110000001
5469|01110011001101101010
2|00000010000000000001
41|01100101001000000011
4|10110010000000000000
3|10100100000000000000
18|00101000001000001000
4|10100010010000000000
5|00110100000000000000
2|00000000000000000000
4|00100000001000001000
2|00
2|10000000000000000000
4|00000000000000000001
4|10000000
2|00001000000000000
13|10000000000001000000
3|01000100000000000000
4|001110010
2|10000000010000000000
2|1000000
2|00000000010001000000
6|01110101100000000000
7|00010001100000001000
5|00000000000100000000
4|01100010000000000000
27|
2|01000000000000000000
2|10000100000000
2|10000000000000000000
16|01111101100010000000
4|01110000000001000000
4|00000000000000000000
3|01000000000010000000
27|00100001110000000000
2|00000100000000000001
2|00100000000000000000
3|00000001010000000000
15|11001000100011000010
3|00000000000000010000
9|11010110111000000001
82|10011000011110101111
3|01000010000000100000
2|101000000
5|10000000000000000100
8|11111001011000000000
560|11000001110010111100
2|10
13|01010000000000000000
2|00000000
14|10110000001100100110
29|10000000000000000100
3|11100
6|00011110000000000001
5|11010000001010000000
4|00100000010000000000
4|0000000
8|00000001001010000000
24|10111110110111111111
4|00000000000000000000
9|00011000010111000001
1158|00000000010000000000
2|00000000000000000000
2|10100
3|1100000010
213|00100101001100000010
22|00110000100000000110
5|00000000000000000000
34|01111110111111111110
3|00000000000000000000
5|11110010000000000000
2|1000000000000000000
40|01101100111010000000
23|00010001010001000011
1104|00000011000010010011
100|00010000101000000100
6|00001000000000000000
8|11100000011010101000
462|00000100100100100000
7|01001101000000100000
2|00000001
5|10000100001000001000
4|00011000000000000010
4|010110000
1246|01000000000001010000
2|110000
7|00000100000100000000
21|10111111111001010001
7|00000000000000000000
2|1010000000000000
2|00000000000
15|11011100011001001001
2|1100
66|00000000000000000010
2|1001
7|11000001000000000000
12|11101000010001010101
3|00000000000000000000
2|100001000000000
3|1110
47|11111111111011111111
4|01100000000101000000
16|11100110011110011001
3|011000000000000000
2|10001
19|
79|00000000000100010011
2|00001000000000000001
2|010010000000000000
5|01000000000000000000
278|00100000001000000001
4|00000001000010000000
2|
2|0
3|00010100000000000000
5|01000000000000000000
43|00000000000000000000
6|00000000010000000000
2|00001000000000000000
2|00000000000000000000
35|00110000100001000000
5|00000000000000000000
2|00100000001000000000
2|1
2|01100000
2|000000
2|00110000000000000000
15|00111111110010010000
2|0000
3|11000000100000000000
3|10001000000000000000
101|00000000000000000000
79|10000001010001000000
5|00000010000000000000
33|11001000011011000010
2|11000000000000
51|00110001111111110011
18|00010011000000000000
2|
291|00001001101001010011
6|10001110101
12|00000000010000000001
3|10000000000000000000
106|00000000000000000000
6|00100000100100110100
221|11101000000000000000
2|100000000000
4|00000000000000000100
2|1000010000
19|01000011101001101010
4|11000000000001000000
3|00000000000000000000
11|10000001010010001000
5|00000000000000000000
23|00001000000010000000
2|00000000000000000000
18|10000000000000010000
2|110
1298|00010010001011101011
4|00100011000000000001
8|00101111111000000
37|01000000000000000000
6|10101001100000010000
16|11000110100001000000
6|10010011000001000000
949|01111111111111110011
2|1000000010000000000
2|1
10|10100101100001000000
6|00010000001000000000
661|00010111001010100111
577|00001000000000010000
84|01000001001000000101
7162|00000000111101001010
55|00000010011010010001
7|10001001110000000000
62|01010000101001001000
8|
25|01101011111001101100
7|00100100000000000010
8|11101010000000100000
5|00000000000000000000
2|010100000
3|00000000000000010000
2|01000000000000000000
3|00000011000000001000
2|00100000000000000100
2|10
643|00010011001000010000
2|00000000
2|00000000000000000000
2|00000100000000100000
2|10
2|00000000000000000000
29|00000001000000000000
3|0
2|
30|11110101010110000000
14|001001110001000010
2|100100000
2|01000000000000010000
10|01101010000101000000
4|110000110
28|11100000000000000001
32|11111010000111001000
9|11000000001001000000
8|00000000000000000000
7|00000000000000000000
3|11010000000000000000
2|11
6|00000000000000000000
3|111000
10|00001100000001000000
6|00000000000000000100
9|01111110000001000000
91|001100
2|001010000000000
2|10000000000000000
438|01110100010001101011
8|01110101000111000000
5|00000000000000000000
3|00000000000000000000
40|10101100000110001000
6|11000100010000000110
2|01100
3|00000000000000000000
1739|00000000001001000001
2|10000000000000000000
6|00101000100100000000
2|101000000000
5|00101100110000000000
88|00011011011101111011
2|1010000000
2|00000000000000000000
5|01000010000100000000
10|10000000000000000000
3|01000000000000000000
2|01000000000000000000
50|00011001101010001010
3|00000001110000000000
2|1001000
2|00100000000000000000
5|11000000000001000000
4|0100100001000
4|1100100100
6|111011000001000000
4|00010000000000000000
2|000100
8|00000010001000000101
3|01000
2|110000000
2|01000000000000000000
152|11111000011001001100
18|00100010100100000000
20|
2|00000000000100000000
4|00000010100100000000
3|11000010000000000000
3|000000000
4|00100000000000000001
2|00010000000000000000
3|101001000
53|10010110000111011000
5|00000110000000000000
2|00000000000000001000
18|00000000101000100000
3|00010011
6|10011001000000000000
2|0101
2|1100
20|11111111110111010000
40|00000011111100000110
18|10000000000001000000
2|10010000000000000000
2|00000000000000000000
24|01011000001100000010
2|1000001000000000
2|00000000010000000000
4|1111
4|11101000000000000000
2|00000000000000000000
2|100000
4|00000001000000000000
23|00000010000100100000
15|00101101001100000000
2|1000000000000000000
2|11000000000000000000
499|0000000000
2|01000000000000000000
12|00100010100100010000
3|00100110000000000000
2|00
4|00000000000000000000
2|00000000000000000000
80|00100100000000011000
2|00000000000000000000
2|010000001000000
4|00000000000000000000
11|11110100000000000000
20|00000000000000010000
2|1000000
9|00100010001001000000
4|10100010000
2|0000100000
2|10001000000000000000
2|000000
626|00000010010000000001
27|00111011101100101001
31|00000110101001001000
7|01000000000010000000
2|1100
9|11000000000000100011
9|10100000000000000001
172|00000000000000000000
3|01000000000000000000
4|00
14|11010100010011000110
2|00100001000000000000
2|00000000000000000000
2|10000000100000000000
170|01111100000000001001
13|10000101001011000000
2|101000
2|00100000000000000000
5|110100100000000
2|10001
2|110
4|00010001100000000000
29|10000000001100000000
12|00010111110010000000
9|1111100100000000
3|00000000000001000000
134|01110101111110101001
4|10001000000010000000
2|11
2|1
64|11111111101011111110
75|01001101000000100100
5|00111010000000100000
198|10101011111001110011
2|00001010000000000000
2|100000000000
75|11101010110001001010
2|110000
12|11101110000010000000
212|00011101001000001010
3|110000
3|10000000000000010000
6|00001010000000000000
2|
65|00000010110011000000
3|
2|00110
42|01000000001000100100
6|11100000000001000000
3|0101010000
